,Id,release,dir,exists,mean_FD,max_relative_motion
85,M10950589,1,pipeline_OakhurstCity/_compcor_ncomponents_5_linear1.motion1.compcor1.CSF_0.98_GM_0.7_WM_0.98/M10950589_session_1/scan_RfMRI_std_2500_rest_RPI,True,0.093965954,0.673037539815
86,M10967827,1,pipeline_OakhurstCity/_compcor_ncomponents_5_linear1.motion1.compcor1.CSF_0.98_GM_0.7_WM_0.98/M10967827_session_1/scan_RfMRI_std_2500_rest_RPI,True,0.2077783525,0.555574657449
87,M10955419,1,pipeline_OakhurstCity/_compcor_ncomponents_5_linear1.motion1.compcor1.CSF_0.98_GM_0.7_WM_0.98/M10955419_session_1/scan_RfMRI_std_2500_rest_RPI,True,0.04064044,0.126096233092
88,M10995031,1,pipeline_OakhurstCity/_compcor_ncomponents_5_linear1.motion1.compcor1.CSF_0.98_GM_0.7_WM_0.98/M10995031_session_1/scan_RfMRI_std_2500_rest_RPI,True,0.25486163,0.251173286796
89,M10990501,1,pipeline_OakhurstCity/_compcor_ncomponents_5_linear1.motion1.compcor1.CSF_0.98_GM_0.7_WM_0.98/M10990501_session_1/scan_RfMRI_std_2500_rest_RPI,True,0.0828080733333,0.161607549329
90,M10923429,1,pipeline_OakhurstCity/_compcor_ncomponents_5_linear1.motion1.compcor1.CSF_0.98_GM_0.7_WM_0.98/M10923429_session_1/scan_RfMRI_std_2500_rest_RPI,True,0.188344578333,0.399783941648
91,M10922844,1,pipeline_OakhurstCity/_compcor_ncomponents_5_linear1.motion1.compcor1.CSF_0.98_GM_0.7_WM_0.98/M10922844_session_1/scan_RfMRI_std_2500_rest_RPI,True,0.11488651,0.324119021349
92,M10915824,1,pipeline_OakhurstCity/_compcor_ncomponents_5_linear1.motion1.compcor1.CSF_0.98_GM_0.7_WM_0.98/M10915824_session_1/scan_RfMRI_std_2500_rest_RPI,True,0.2040867225,0.439197643436
93,M10958560,1,pipeline_OakhurstCity/_compcor_ncomponents_5_linear1.motion1.compcor1.CSF_0.98_GM_0.7_WM_0.98/M10958560_session_1/scan_RfMRI_std_2500_rest_RPI,True,0.0885985858333,0.291034516853
94,M10905488,1,pipeline_OakhurstCity/_compcor_ncomponents_5_linear1.motion1.compcor1.CSF_0.98_GM_0.7_WM_0.98/M10905488_session_1/scan_RfMRI_std_2500_rest_RPI,True,0.0486248625,0.137914828789
95,M10908355,1,pipeline_OakhurstCity/_compcor_ncomponents_5_linear1.motion1.compcor1.CSF_0.98_GM_0.7_WM_0.98/M10908355_session_1/scan_RfMRI_std_2500_rest_RPI,True,0.106071580833,0.404538873287
96,M10989478,1,pipeline_OakhurstCity/_compcor_ncomponents_5_linear1.motion1.compcor1.CSF_0.98_GM_0.7_WM_0.98/M10989478_session_1/scan_RfMRI_std_2500_rest_RPI,True,0.209235395,0.529329623203
97,M10916039,1,pipeline_OakhurstCity/_compcor_ncomponents_5_linear1.motion1.compcor1.CSF_0.98_GM_0.7_WM_0.98/M10916039_session_1/scan_RfMRI_std_2500_rest_RPI,True,0.0492815414167,0.209885325833
98,M10956263,1,pipeline_OakhurstCity/_compcor_ncomponents_5_linear1.motion1.compcor1.CSF_0.98_GM_0.7_WM_0.98/M10956263_session_1/scan_RfMRI_std_2500_rest_RPI,True,0.258257028333,0.423022753525
99,M10916842,1,pipeline_OakhurstCity/_compcor_ncomponents_5_linear1.motion1.compcor1.CSF_0.98_GM_0.7_WM_0.98/M10916842_session_1/scan_RfMRI_std_2500_rest_RPI,True,0.0795936841667,0.399940495574
100,M10931832,1,pipeline_OakhurstCity/_compcor_ncomponents_5_linear1.motion1.compcor1.CSF_0.98_GM_0.7_WM_0.98/M10931832_session_1/scan_RfMRI_std_2500_rest_RPI,True,0.2545473575,0.21277429356
101,M10953114,1,pipeline_OakhurstCity/_compcor_ncomponents_5_linear1.motion1.compcor1.CSF_0.98_GM_0.7_WM_0.98/M10953114_session_1/scan_RfMRI_std_2500_rest_RPI,True,0.4008386175,2.36130330115
102,M10932850,1,pipeline_OakhurstCity/_compcor_ncomponents_5_linear1.motion1.compcor1.CSF_0.98_GM_0.7_WM_0.98/M10932850_session_1/scan_RfMRI_std_2500_rest_RPI,True,0.128895603333,0.162493569104
