"","site","id","age","sex","handedness","eyes"
"1123","Rockland","2864064",17,"M","R",NA
"1124","Rockland","2970212",10,"F","R",NA
"1125","Rockland","3261820",42,"M","L",NA
"1126","Rockland","3606220",42,"F","R",NA
"1127","Rockland","3701005",34,"M","R",NA
"1128","Rockland","3795193",57,"M","R",NA
"1129","Rockland","3927656",21,"F","R",NA
"1130","Rockland","3989122",6,"F","R",NA
"1131","Rockland","4176156",46,"M","R",NA
"1132","Rockland","4487215",30,"F","R",NA
"1133","Rockland","4710111",45,"M","R",NA
"1134","Rockland","9100911",26,"F","R",NA
"1135","Rockland","1013090",41,"M","R",NA
"1136","Rockland","1034049",9,"M","R",NA
"1137","Rockland","1264721",31,"F","R",NA
"1138","Rockland","1309257",46,"M","R",NA
"1139","Rockland","1534265",11,"F","R",NA
"1140","Rockland","1875434",8,"F","R",NA
"1141","Rockland","1898228",15,"M","R",NA
"1142","Rockland","2005303",15,"F","R",NA
"1143","Rockland","2139745",38,"M","L",NA
"1144","Rockland","2160826",55,"M","R",NA
"1145","Rockland","2286816",20,"M","A",NA
"1146","Rockland","2675807",43,"M","R",NA
"1147","Rockland","3081896",17,"M","R",NA
"1148","Rockland","3346545",16,"F","R",NA
"1149","Rockland","3492484",12,"F","R",NA
"1150","Rockland","3566919",9,"M","R",NA
"1151","Rockland","3827479",44,"M","R",NA
"1152","Rockland","3875444",14,"M","R",NA
"1153","Rockland","4077433",33,"M","R",NA
"1154","Rockland","4089896",13,"F","R",NA
"1155","Rockland","4100790",43,"M","R",NA
"1156","Rockland","4188346",41,"F","R",NA
"1157","Rockland","4417007",17,"F","R",NA
"1158","Rockland","5161117",15,"M","R",NA
"1159","Rockland","5279162",41,"M","R",NA
"1160","Rockland","9630905",36,"F","R",NA
"1161","Rockland","1097782",29,"F","R",NA
"1162","Rockland","1285465",30,"F",NA,NA
"1163","Rockland","1601547",8,"F","R",NA
"1164","Rockland","1713513",85,"F","R",NA
"1165","Rockland","1734822",32,"F","R",NA
"1166","Rockland","1903493",64,"F","R",NA
"1167","Rockland","1931386",47,"F","R",NA
"1168","Rockland","1933343",8,"F","R",NA
"1169","Rockland","2136756",7,"F","R",NA
"1170","Rockland","2286053",47,"M","R",NA
"1171","Rockland","2357976",55,"F","R",NA
"1172","Rockland","2403029",14,"F","R",NA
"1173","Rockland","2479362",49,"F","R",NA
"1174","Rockland","2513310",76,"F","L",NA
"1175","Rockland","3209959",55,"M","L",NA
"1176","Rockland","3409284",64,"M","R",NA
"1177","Rockland","3811036",20,"F","R",NA
"1178","Rockland","4015919",48,"M","R",NA
"1179","Rockland","4026825",52,"F","R",NA
"1180","Rockland","4119751",23,"M","R",NA
"1181","Rockland","1103722",12,"M","L",NA
"1182","Rockland","1143655",13,"M","L",NA
"1183","Rockland","1192435",51,"F","L",NA
"1184","Rockland","1366839",71,"M","R",NA
"1185","Rockland","1382333",28,"M","R",NA
"1186","Rockland","1764982",53,"M","R",NA
"1187","Rockland","1915832",53,"M","R",NA
"1188","Rockland","1935851",43,"M","R",NA
"1189","Rockland","1961098",21,"F","R",NA
"1190","Rockland","2041109",17,"F","R",NA
"1191","Rockland","2362594",77,"F","R",NA
"1192","Rockland","2494762",7,"F","R",NA
"1193","Rockland","2631208",37,"M","R",NA
"1194","Rockland","2986140",47,"M","R",NA
"1195","Rockland","3033715",61,"F","R",NA
"1196","Rockland","3070385",74,"F","R",NA
"1197","Rockland","3094481",14,"M","R",NA
"1198","Rockland","3106263",23,"M","R",NA
"1199","Rockland","3166395",69,"F","R",NA
"1200","Rockland","3431940",28,"F","R",NA
"1201","Rockland","3773269",82,"M","R",NA
"1202","Rockland","3848143",9,"M","L",NA
"1203","Rockland","3895064",66,"F","R",NA
"1204","Rockland","4087509",83,"F","R",NA
"1205","Rockland","5844518",5,"M","L",NA
"1206","Rockland","6471972",32,"M","R",NA
"1207","Rockland","8628499",44,"M","L",NA
"1208","Rockland","9536886",61,"F","R",NA
"1209","Rockland","9780496",30,"M","R",NA
"1210","Rockland","1322220",26,"M","R",NA
"1211","Rockland","1476437",23,"M","R",NA
"1212","Rockland","1494230",32,"F","R",NA
"1213","Rockland","1508861",21,"F","R",NA
"1214","Rockland","1654606",50,"F","R",NA
"1215","Rockland","1742775",16,"F","R",NA
"1216","Rockland","1757866",40,"M","R",NA
"1217","Rockland","1834799",54,"M","R",NA
"1218","Rockland","1940084",81,"M","R",NA
"1219","Rockland","2071045",24,"M","R",NA
"1220","Rockland","2176073",45,"F","L",NA
"1221","Rockland","2258252",24,"F","L",NA
"1222","Rockland","2436415",46,"M","R",NA
"1223","Rockland","2531270",18,"M","R",NA
"1224","Rockland","2788776",20,"F","R",NA
"1225","Rockland","2842950",27,"M","A",NA
"1226","Rockland","2882334",43,"M","R",NA
"1227","Rockland","3329569",50,"F","R",NA
"1228","Rockland","3366302",21,"M","R",NA
"1229","Rockland","3695138",51,"M","R",NA
"1230","Rockland","3755111",65,"M","R",NA
"1231","Rockland","3808535",25,"M","R",NA
"1232","Rockland","3893245",38,"M","R",NA
"1233","Rockland","4006955",46,"M","R",NA
"1234","Rockland","4277600",40,"M","R",NA
"1235","Rockland","4791943",41,"M","R",NA
"1236","Rockland","7055197",22,"F","R",NA
"1237","Rockland","9006154",21,"M","R",NA
"1238","VirginiaTech","0000003",26,"F",NA,"open"
"1239","VirginiaTech","0000018",40,"M",NA,"open"
"1240","VirginiaTech","0000009",20,"F",NA,"open"
"1241","VirginiaTech","0000019",27,"M",NA,"open"
"1242","VirginiaTech","0000002",40,"M",NA,"open"
"1243","VirginiaTech","0000004",36,"M",NA,"open"
"1244","VirginiaTech","0000005",20,"M",NA,"open"
"1245","VirginiaTech","0000006",25,"M",NA,"open"
"1246","VirginiaTech","0000021",36,"M",NA,"open"
"1247","VirginiaTech","0000025",23,"F",NA,"open"
"1248","VirginiaTech","0000016",20,"M",NA,"open"
"1249","VirginiaTech","0000020",26,"M",NA,"open"
"1250","VirginiaTech","0000022",22,"F",NA,"open"
"1251","VirginiaTech","0000001",20,"F",NA,"open"
"1252","VirginiaTech","0000007",48,"F",NA,"open"
"1253","VirginiaTech","0000008",20,"M",NA,"open"
"1254","VirginiaTech","0000010",23,"F",NA,"open"
"1255","VirginiaTech","0000011",22,"F",NA,"open"
"1256","VirginiaTech","0000012",21,"F",NA,"open"
"1257","VirginiaTech","0000013",24,"F",NA,"open"
"1258","VirginiaTech","0000014",29,"M",NA,"open"
"1259","VirginiaTech","0000015",20,"M",NA,"open"
"1260","VirginiaTech","0000017",40,"F",NA,"open"
"1261","VirginiaTech","0000023",21,"F",NA,"open"
"1262","VirginiaTech","0000024",22,"M",NA,"open"
